"";"Platform";"Year";"Genre";"Rating";"PublisherR";"Critic_Score";"Critic_Count";"Global_Sales"
"1229";"PS3";"2011";"Action";"E10+";"Electronic Arts";65;23;0,19
"1230";"PS3";"2013";"Role-Playing";"T";"Other";65;31;0,19
"1231";"X360";"2011";"Action";"M";"Electronic Arts";76;76;0,19
"1232";"PS3";"2011";"Shooter";"T";"Other";39;5;0,18
"1233";"PC";"2011";"Racing";"T";"Ubisoft";80;11;0,18
"1234";"XOne";"2014";"Misc";"E";"Ubisoft";58;6;0,18
"1235";"PS3";"2014";"Role-Playing";"E10+";"Other";76;26;0,18
"1236";"PS3";"2010";"Adventure";"M";"Ubisoft";39;5;0,18
"1237";"X360";"2012";"Shooter";"M";"Electronic Arts";74;65;0,18
"1238";"X360";"2012";"Sports";"E10+";"Other";73;7;0,18
"1239";"PS4";"2015";"Fighting";"T";"Namco";59;30;0,18
"1240";"PS3";"2010";"Sports";"E";"Other";47;6;0,18
"1241";"PSV";"2012";"Action";"E10+";"Other";64;19;0,18
"1242";"PSV";"2014";"Adventure";"M";"Other";60;19;0,18
"1243";"Wii";"2011";"Sports";"E";"Other";54;5;0,18
"1244";"PS4";"2014";"Racing";"E";"Other";73;28;0,18
"1245";"PSV";"2013";"Role-Playing";"M";"Other";48;19;0,18
"1246";"PSV";"2015";"Action";"M";"Other";71;4;0,18
"1247";"PS3";"2014";"Racing";"E";"Other";75;35;0,18
"1248";"X360";"2010";"Racing";"E";"Other";57;4;0,18
"1249";"X360";"2012";"Sports";"E";"Electronic Arts";71;45;0,18
"1250";"X360";"2010";"Platform";"E10+";"Other";51;5;0,18
"1251";"X360";"2010";"Sports";"E";"Ubisoft";38;20;0,18
"1252";"PC";"2013";"Shooter";"M";"Other";45;40;0,18
"1253";"PC";"2010";"Sports";"E";"Electronic Arts";83;16;0,18
"1254";"Wii";"2011";"Platform";"E10+";"Other";79;20;0,18
"1255";"X360";"2013";"Action";"M";"Other";70;42;0,18
"1256";"PC";"2011";"Shooter";"T";"Other";70;38;0,18
"1257";"X360";"2010";"Misc";"T";"Other";69;10;0,18
"1258";"PS4";"2015";"Action";"M";"Other";67;25;0,18
"1259";"X360";"2010";"Action";"M";"Namco";62;51;0,18
"1260";"PS3";"2011";"Misc";"T";"Other";82;11;0,18
"1261";"Wii";"2010";"Sports";"E10+";"Ubisoft";59;6;0,18
"1262";"PS3";"2012";"Racing";"E10+";"Other";75;27;0,18
"1263";"PS3";"2010";"Action";"E10+";"Activision";51;18;0,18
"1264";"X360";"2010";"Action";"T";"Other";65;27;0,18
"1265";"PS3";"2011";"Shooter";"M";"Other";44;31;0,18
"1266";"PS4";"2015";"Sports";"E";"Electronic Arts";59;27;0,18
"1267";"PC";"2014";"Role-Playing";"T";"Namco";91;36;0,17
"1268";"XOne";"2014";"Misc";"E10+";"Other";73;26;0,17
"1269";"PSV";"2011";"Racing";"E10+";"Namco";44;39;0,17
"1270";"PC";"2011";"Role-Playing";"T";"Other";72;37;0,17
"1271";"PS4";"2015";"Action";"T";"Other";74;35;0,17
"1272";"PC";"2012";"Role-Playing";"M";"Other";74;55;0,17
"1273";"X360";"2013";"Action";"M";"Other";69;14;0,17
"1274";"PC";"2012";"Shooter";"M";"Ubisoft";71;13;0,17
"1275";"PS3";"2011";"Platform";"E10+";"Other";53;39;0,17
"1276";"PS3";"2010";"Action";"E10+";"Other";54;6;0,17
"1277";"X360";"2011";"Action";"T";"Other";60;48;0,17
"1278";"PSV";"2014";"Misc";"M";"Other";81;50;0,17
"1279";"PS3";"2011";"Racing";"E";"Other";68;32;0,17
"1280";"PS3";"2010";"Action";"T";"Other";58;12;0,17
"1281";"PSV";"2013";"Role-Playing";"M";"Other";62;24;0,17
"1282";"X360";"2010";"Racing";"E";"Other";69;41;0,17
"1283";"X360";"2012";"Action";"M";"Other";73;38;0,17
"1284";"PS4";"2015";"Action";"T";"Other";58;33;0,17
"1285";"PC";"2013";"Action";"E10+";"Other";78;7;0,17
"1286";"PSV";"2013";"Role-Playing";"T";"Other";70;38;0,17
"1287";"X360";"2010";"Adventure";"M";"Ubisoft";42;9;0,17
"1288";"PS3";"2012";"Role-Playing";"T";"Other";42;40;0,17
"1289";"PS3";"2010";"Misc";"E";"Other";72;4;0,17
"1290";"PS3";"2011";"Action";"M";"Other";45;17;0,17
"1291";"PS3";"2012";"Racing";"T";"Namco";72;20;0,17
"1292";"PSV";"2015";"Action";"E10+";"Namco";57;25;0,17
"1293";"X360";"2014";"Racing";"E";"Other";65;4;0,17
"1294";"PS3";"2010";"Action";"E10+";"Activision";50;7;0,17
"1295";"PS3";"2011";"Action";"T";"Other";61;12;0,17
"1296";"X360";"2010";"Simulation";"T";"Other";40;11;0,17
"1297";"PSV";"2015";"Action";"T";"Namco";76;4;0,17
"1298";"3DS";"2015";"Role-Playing";"T";"Other";77;26;0,17
"1299";"Wii";"2011";"Racing";"T";"Ubisoft";64;7;0,16
"1300";"PS3";"2014";"Fighting";"T";"Other";66;13;0,16
"1301";"X360";"2010";"Action";"T";"Namco";42;31;0,16
"1302";"PC";"2011";"Strategy";"T";"Other";47;29;0,16
"1303";"3DS";"2011";"Racing";"E";"Other";59;15;0,16
"1304";"3DS";"2011";"Adventure";"E10+";"Other";53;19;0,16
"1305";"X360";"2010";"Simulation";"T";"Activision";70;26;0,16
"1306";"3DS";"2015";"Simulation";"E10+";"Other";72;28;0,16
"1307";"PS3";"2012";"Action";"E";"Activision";66;8;0,16
"1308";"X360";"2011";"Action";"T";"Other";75;44;0,16
"1309";"XOne";"2014";"Action";"M";"Other";51;17;0,16
"1310";"X360";"2011";"Action";"T";"Other";71;9;0,16
"1311";"PS3";"2012";"Role-Playing";"T";"Other";55;19;0,16
"1312";"PC";"2014";"Racing";"T";"Ubisoft";71;12;0,16
"1313";"PS3";"2010";"Action";"E";"Electronic Arts";61;23;0,16
"1314";"PC";"2012";"Simulation";"T";"Electronic Arts";73;12;0,16
"1315";"XOne";"2013";"Strategy";"E";"Activision";53;4;0,16
"1316";"PC";"2011";"Sports";"E";"Take-Two";86;5;0,16
"1317";"PC";"2011";"Shooter";"M";"Electronic Arts";82;34;0,16
"1318";"PS4";"2013";"Platform";"E10+";"Other";38;8;0,16
"1319";"PS3";"2014";"Role-Playing";"T";"Other";67;23;0,16
"1320";"X360";"2010";"Sports";"T";"Ubisoft";61;34;0,16
"1321";"PC";"2014";"Role-Playing";"T";"Other";82;52;0,16
"1322";"PS3";"2013";"Action";"T";"Other";68;4;0,16
"1323";"PC";"2010";"Shooter";"M";"Other";55;23;0,16
"1324";"X360";"2010";"Action";"M";"Other";59;38;0,16
"1325";"3DS";"2011";"Adventure";"T";"Ubisoft";60;22;0,15
"1326";"PS3";"2012";"Role-Playing";"T";"Other";55;24;0,15
"1327";"PC";"2011";"Shooter";"M";"Other";74;34;0,15
"1328";"XOne";"2014";"Misc";"E10+";"Other";77;48;0,15
"1329";"3DS";"2012";"Platform";"E10+";"Namco";71;13;0,15
"1330";"3DS";"2011";"Action";"E10+";"Ubisoft";56;8;0,15
"1331";"X360";"2013";"Action";"T";"Other";65;21;0,15
"1332";"X360";"2012";"Simulation";"T";"Other";77;18;0,15
"1333";"PC";"2012";"Action";"M";"Other";81;23;0,15
"1334";"PC";"2011";"Racing";"T";"Other";86;23;0,15
"1335";"PS3";"2013";"Role-Playing";"T";"Other";65;18;0,15
"1336";"X360";"2011";"Platform";"E10+";"Other";77;54;0,15
"1337";"X360";"2010";"Action";"E10+";"Other";55;10;0,15
"1338";"PSV";"2014";"Role-Playing";"T";"Other";78;26;0,15
"1339";"PC";"2010";"Action";"M";"Other";83;18;0,15
"1340";"PS3";"2010";"Action";"E10+";"Other";43;5;0,15
"1341";"Wii";"2011";"Action";"T";"Other";56;14;0,15
"1342";"PS3";"2010";"Sports";"E10+";"Other";66;14;0,15
"1343";"PS3";"2014";"Role-Playing";"T";"Other";90;4;0,15
"1344";"X360";"2011";"Action";"M";"Other";39;27;0,15
"1345";"X360";"2013";"Shooter";"M";"Other";68;25;0,15
"1346";"3DS";"2011";"Misc";"E";"Namco";43;11;0,15
"1347";"Wii";"2012";"Action";"T";"Other";74;4;0,15
"1348";"X360";"2010";"Action";"E10+";"Activision";62;10;0,15
"1349";"3DS";"2012";"Platform";"E10+";"Ubisoft";71;8;0,15
"1350";"PC";"2012";"Racing";"E";"Other";80;15;0,15
"1351";"PC";"2011";"Action";"T";"Other";83;29;0,14
"1352";"PS3";"2010";"Role-Playing";"T";"Other";56;6;0,14
"1353";"3DS";"2012";"Action";"E10+";"Activision";59;9;0,14
"1354";"PS4";"2015";"Action";"T";"Other";80;10;0,14
"1355";"PS3";"2012";"Shooter";"M";"Other";75;29;0,14
"1356";"X360";"2010";"Racing";"E";"Other";50;32;0,14
"1357";"3DS";"2011";"Platform";"E10+";"Other";82;29;0,14
"1358";"PC";"2014";"Shooter";"M";"Other";81;41;0,14
"1359";"PC";"2015";"Action";"M";"Other";74;50;0,14
"1360";"X360";"2011";"Action";"T";"Other";38;40;0,14
"1361";"PS3";"2013";"Simulation";"E";"Other";40;17;0,14
"1362";"PS3";"2011";"Action";"T";"Other";39;35;0,14
"1363";"Wii";"2011";"Sports";"E";"Take-Two";54;8;0,14
"1364";"XOne";"2014";"Sports";"E";"Other";79;9;0,14
"1365";"X360";"2012";"Role-Playing";"M";"Other";60;18;0,14
"1366";"PC";"2015";"Simulation";"E";"Other";85;60;0,14
"1367";"3DS";"2015";"Platform";"E";"Other";90;9;0,14
"1368";"PS3";"2010";"Misc";"T";"Other";36;10;0,14
"1369";"PS3";"2010";"Role-Playing";"T";"Other";55;34;0,14
"1370";"Wii";"2011";"Sports";"E";"Other";65;15;0,14
"1371";"PSV";"2014";"Platform";"E10+";"Ubisoft";87;8;0,14
"1372";"XOne";"2015";"Action";"T";"Activision";75;25;0,14
"1373";"PC";"2012";"Shooter";"M";"Take-Two";77;20;0,14
"1374";"PS3";"2012";"Action";"T";"Other";63;20;0,14
"1375";"X360";"2010";"Action";"E10+";"Activision";58;23;0,14
"1376";"PC";"2015";"Shooter";"M";"Electronic Arts";71;31;0,14
"1377";"PS4";"2015";"Adventure";"T";"Other";81;10;0,14
"1378";"PC";"2010";"Action";"M";"Other";78;17;0,14
"1379";"X360";"2010";"Action";"E";"Electronic Arts";60;19;0,14
"1380";"X360";"2011";"Adventure";"T";"Ubisoft";35;11;0,14
"1381";"PS3";"2014";"Fighting";"T";"Other";84;38;0,14
"1382";"PS3";"2011";"Misc";"E10+";"Other";65;8;0,14
"1383";"3DS";"2011";"Misc";"E";"Other";75;21;0,14
"1384";"PC";"2011";"Shooter";"M";"Other";76;49;0,14
"1385";"X360";"2011";"Fighting";"T";"Other";26;4;0,13
"1386";"X360";"2010";"Role-Playing";"M";"Other";72;13;0,13
"1387";"Wii";"2010";"Action";"E10+";"Other";41;6;0,13
"1388";"X360";"2011";"Action";"T";"Other";56;18;0,13
"1389";"PS4";"2015";"Action";"T";"Other";80;62;0,13
"1390";"PSV";"2014";"Fighting";"T";"Other";75;7;0,13
"1391";"PSV";"2013";"Adventure";"E10+";"Other";64;5;0,13
"1392";"PC";"2015";"Action";"M";"Other";70;14;0,13
"1393";"PSV";"2011";"Racing";"E";"Other";66;27;0,13
"1394";"X360";"2010";"Role-Playing";"T";"Other";42;14;0,13
"1395";"X360";"2012";"Fighting";"T";"Other";83;21;0,13
"1396";"PS4";"2015";"Action";"T";"Other";86;20;0,13
"1397";"3DS";"2011";"Action";"E10+";"Other";42;6;0,13
"1398";"PSV";"2014";"Action";"M";"Other";67;19;0,13
"1399";"X360";"2011";"Action";"E10+";"Electronic Arts";68;25;0,13
"1400";"PSV";"2014";"Action";"T";"Namco";67;4;0,13
"1401";"X360";"2012";"Misc";"M";"Other";38;58;0,13
"1402";"X360";"2011";"Action";"T";"Other";59;17;0,13
"1403";"PSV";"2014";"Role-Playing";"T";"Other";68;24;0,13
"1404";"PC";"2015";"Racing";"E";"Other";83;48;0,13
"1405";"PC";"2010";"Action";"M";"Other";84;33;0,12
"1406";"3DS";"2012";"Platform";"E10+";"Other";71;32;0,12
"1407";"PS3";"2012";"Shooter";"M";"Other";50;32;0,12
"1408";"PC";"2012";"Action";"M";"Other";81;23;0,12
"1409";"3DS";"2013";"Role-Playing";"M";"Other";62;11;0,12
"1410";"Wii";"2011";"Action";"E10+";"Electronic Arts";52;8;0,12
"1411";"PS3";"2011";"Misc";"T";"Other";66;5;0,12
"1412";"X360";"2011";"Shooter";"T";"Other";37;12;0,12
"1413";"Wii";"2010";"Shooter";"T";"Ubisoft";46;21;0,12
"1414";"X360";"2013";"Action";"M";"Other";64;38;0,12
"1415";"PS4";"2015";"Sports";"E";"Other";76;4;0,12
"1416";"X360";"2010";"Action";"E10+";"Other";33;7;0,12
"1417";"PS3";"2011";"Adventure";"T";"Ubisoft";50;4;0,12
"1418";"X360";"2010";"Misc";"T";"Other";59;11;0,12
"1419";"PS3";"2011";"Fighting";"M";"Other";47;17;0,12
"1420";"PS3";"2010";"Role-Playing";"T";"Other";47;14;0,12
"1421";"Wii";"2011";"Shooter";"T";"Other";64;51;0,12
"1422";"XOne";"2015";"Sports";"T";"Activision";39;18;0,12
"1423";"X360";"2010";"Misc";"T";"Other";36;20;0,12
"1424";"3DS";"2011";"Sports";"E";"Other";52;6;0,12
"1425";"PS3";"2010";"Racing";"E10+";"Other";66;36;0,12
"1426";"PC";"2011";"Adventure";"M";"Electronic Arts";75;29;0,12
"1427";"3DS";"2011";"Action";"T";"Activision";50;7;0,12
"1428";"PS4";"2015";"Action";"T";"Other";73;26;0,12
"1429";"X360";"2013";"Shooter";"T";"Other";58;43;0,12
"1430";"PC";"2014";"Simulation";"T";"Other";75;51;0,12
"1431";"PSV";"2012";"Fighting";"T";"Other";54;39;0,12
"1432";"PS3";"2013";"Simulation";"T";"Other";66;18;0,12
"1433";"Wii";"2010";"Platform";"E10+";"Other";68;38;0,12
"1434";"Wii";"2010";"Action";"E10+";"Other";54;5;0,12
"1435";"PC";"2011";"Role-Playing";"T";"Electronic Arts";65;52;0,12
"1436";"X360";"2011";"Sports";"T";"Ubisoft";21;5;0,12
"1437";"PS3";"2014";"Action";"M";"Other";70;19;0,11
"1438";"PC";"2010";"Adventure";"T";"Other";77;24;0,11
"1439";"PS4";"2015";"Sports";"E";"Other";19;5;0,11
"1440";"PS3";"2010";"Action";"E10+";"Electronic Arts";62;16;0,11
"1441";"PSV";"2014";"Action";"T";"Other";71;20;0,11
"1442";"X360";"2010";"Racing";"M";"Activision";40;21;0,11
"1443";"PSV";"2013";"Sports";"E";"Other";75;7;0,11
"1444";"PC";"2011";"Shooter";"M";"Ubisoft";51;12;0,11
"1445";"PSV";"2015";"Action";"E10+";"Other";70;5;0,11
"1446";"PS3";"2011";"Simulation";"T";"Other";41;7;0,11
"1447";"X360";"2012";"Racing";"T";"Namco";71;59;0,11
"1448";"PS3";"2010";"Sports";"E";"Other";58;23;0,11
"1449";"X360";"2010";"Misc";"T";"Other";28;6;0,11
"1450";"3DS";"2011";"Adventure";"E";"Other";62;9;0,11
"1451";"PSV";"2015";"Action";"M";"Other";72;7;0,11
"1452";"3DS";"2011";"Sports";"E10+";"Namco";58;11;0,11
"1453";"PS3";"2011";"Shooter";"M";"Other";50;40;0,11
"1454";"PSV";"2014";"Action";"T";"Other";76;5;0,11
"1455";"X360";"2011";"Shooter";"M";"Other";53;61;0,11
"1456";"X360";"2011";"Sports";"E";"Other";48;10;0,11
"1457";"PSV";"2011";"Fighting";"T";"Other";83;28;0,11
"1458";"XOne";"2015";"Sports";"E";"Electronic Arts";60;17;0,11
"1459";"PC";"2011";"Platform";"E";"Other";77;11;0,11
"1460";"PC";"2012";"Action";"M";"Activision";76;12;0,11
"1461";"X360";"2010";"Sports";"T";"Activision";51;5;0,11
"1462";"PS4";"2015";"Role-Playing";"T";"Namco";69;35;0,11
"1463";"3DS";"2011";"Fighting";"T";"Other";64;14;0,11
"1464";"PS3";"2014";"Racing";"E";"Other";67;7;0,11
"1465";"X360";"2010";"Platform";"E10+";"Activision";62;22;0,11
"1466";"XOne";"2015";"Sports";"E";"Other";85;14;0,11
"1467";"PC";"2013";"Shooter";"M";"Other";74;38;0,11
"1468";"PSV";"2014";"Sports";"E";"Other";68;6;0,11
"1469";"Wii";"2010";"Shooter";"M";"Other";71;4;0,11
"1470";"PC";"2010";"Action";"M";"Ubisoft";83;20;0,11
"1471";"PSV";"2014";"Fighting";"T";"Namco";66;7;0,11
"1472";"PS3";"2012";"Fighting";"T";"Other";75;13;0,11
"1473";"PS3";"2010";"Fighting";"T";"Other";54;6;0,11
"1474";"X360";"2014";"Adventure";"E10+";"Namco";60;7;0,11
"1475";"Wii";"2010";"Role-Playing";"T";"Other";75;30;0,1
"1476";"PSV";"2013";"Role-Playing";"T";"Other";59;13;0,1
"1477";"X360";"2011";"Misc";"E10+";"Ubisoft";47;4;0,1
"1478";"PS3";"2014";"Role-Playing";"M";"Other";56;13;0,1
"1479";"PS3";"2011";"Misc";"T";"Other";54;15;0,1
"1480";"PC";"2015";"Role-Playing";"M";"Other";81;65;0,1
"1481";"X360";"2011";"Action";"T";"Other";52;21;0,1
"1482";"PC";"2013";"Action";"E";"Other";74;9;0,1
"1483";"X360";"2012";"Action";"M";"Other";52;23;0,1
"1484";"XOne";"2015";"Racing";"E";"Other";54;9;0,1
"1485";"X360";"2012";"Racing";"E";"Activision";72;7;0,1
"1486";"PSV";"2013";"Action";"T";"Other";85;17;0,1
"1487";"PSV";"2015";"Action";"M";"Other";65;12;0,1
"1488";"PC";"2010";"Action";"T";"Electronic Arts";37;5;0,1
"1489";"XOne";"2015";"Action";"M";"Other";75;22;0,1
"1490";"X360";"2010";"Racing";"E10+";"Other";64;49;0,1
"1491";"3DS";"2011";"Misc";"E10+";"Other";67;5;0,1
"1492";"Wii";"2010";"Shooter";"T";"Other";39;6;0,1
"1493";"X360";"2010";"Sports";"E";"Activision";55;4;0,1
"1494";"Wii";"2011";"Action";"T";"Activision";36;10;0,1
"1495";"3DS";"2011";"Action";"E10+";"Other";54;4;0,1
"1496";"Wii";"2010";"Action";"T";"Ubisoft";47;11;0,1
"1497";"PSV";"2013";"Adventure";"M";"Other";83;16;0,1
"1498";"PS4";"2015";"Fighting";"T";"Other";71;28;0,1
"1499";"PS4";"2015";"Action";"T";"Ubisoft";73;13;0,1
"1500";"PS4";"2014";"Role-Playing";"M";"Other";53;31;0,1
"1501";"X360";"2012";"Shooter";"M";"Other";52;46;0,1
"1502";"PS3";"2012";"Action";"M";"Other";53;19;0,1
"1503";"3DS";"2011";"Action";"T";"Other";55;10;0,1
"1504";"3DS";"2011";"Platform";"E";"Ubisoft";51;15;0,1
"1505";"PC";"2014";"Racing";"E";"Other";61;20;0,1
"1506";"X360";"2010";"Action";"E10+";"Electronic Arts";56;15;0,1
"1507";"PSV";"2014";"Role-Playing";"M";"Other";66;25;0,1
"1508";"PS4";"2015";"Action";"T";"Other";71;29;0,1
"1509";"3DS";"2011";"Fighting";"E10+";"Other";58;16;0,1
"1510";"X360";"2011";"Misc";"E10+";"Other";60;16;0,09
"1511";"PS3";"2011";"Fighting";"T";"Other";80;36;0,09
"1512";"X360";"2011";"Shooter";"M";"Other";43;42;0,09
"1513";"PS3";"2014";"Adventure";"E10+";"Namco";59;11;0,09
"1514";"PC";"2011";"Strategy";"M";"Other";65;35;0,09
"1515";"X360";"2011";"Sports";"E";"Other";46;9;0,09
"1516";"X360";"2010";"Role-Playing";"T";"Other";64;21;0,09
"1517";"PSV";"2015";"Adventure";"M";"Other";86;7;0,09
"1518";"PSV";"2011";"Action";"M";"Other";57;43;0,09
"1519";"Wii";"2011";"Action";"E10+";"Other";46;4;0,09
"1520";"X360";"2011";"Racing";"E10+";"Other";65;5;0,09
"1521";"PS3";"2014";"Fighting";"E10+";"Namco";49;12;0,09
"1522";"3DS";"2011";"Racing";"M";"Ubisoft";48;13;0,09
"1523";"PS3";"2014";"Action";"M";"Other";43;46;0,09
"1524";"X360";"2014";"Action";"M";"Other";70;22;0,09
"1525";"PSV";"2011";"Misc";"E10+";"Ubisoft";57;27;0,09
"1526";"X360";"2011";"Simulation";"T";"Other";45;5;0,09
"1527";"3DS";"2015";"Action";"E10+";"Other";58;16;0,09
"1528";"PS3";"2010";"Role-Playing";"T";"Other";44;30;0,09
"1529";"X360";"2010";"Shooter";"M";"Other";37;39;0,09
"1530";"PS4";"2015";"Action";"T";"Other";69;43;0,09
"1531";"X360";"2010";"Sports";"E10+";"Other";36;4;0,09
"1532";"PS3";"2011";"Fighting";"T";"Other";73;6;0,09
"1533";"PC";"2015";"Action";"M";"Other";76;30;0,09
"1534";"X360";"2014";"Racing";"E";"Other";75;15;0,09
"1535";"PC";"2014";"Role-Playing";"M";"Other";65;49;0,09
"1536";"Wii";"2011";"Action";"T";"Activision";62;9;0,09
"1537";"PC";"2011";"Shooter";"M";"Other";75;29;0,09
"1538";"Wii";"2011";"Misc";"E";"Other";84;19;0,09
"1539";"XOne";"2015";"Sports";"E";"Other";20;4;0,09
"1540";"Wii";"2010";"Misc";"T";"Other";56;7;0,09
"1541";"PS4";"2014";"Action";"T";"Other";74;40;0,09
"1542";"PS3";"2011";"Action";"E10+";"Other";70;4;0,09
"1543";"PC";"2011";"Adventure";"T";"Other";72;27;0,08
"1544";"PS3";"2012";"Racing";"E";"Activision";76;4;0,08
"1545";"3DS";"2011";"Shooter";"E10+";"Other";75;8;0,08
"1546";"3DS";"2011";"Action";"T";"Other";51;9;0,08
"1547";"PS3";"2010";"Sports";"E10+";"Other";48;8;0,08
"1548";"PS4";"2014";"Sports";"E";"Other";66;11;0,08
"1549";"PS4";"2015";"Action";"T";"Namco";70;18;0,08
"1550";"X360";"2011";"Simulation";"T";"Other";61;14;0,08
"1551";"PS4";"2015";"Platform";"E";"Other";90;18;0,08
"1552";"PSV";"2013";"Action";"E10+";"Other";69;16;0,08
"1553";"PC";"2012";"Sports";"E";"Other";80;8;0,08
"1554";"PS3";"2011";"Action";"M";"Namco";51;37;0,08
"1555";"3DS";"2014";"Action";"E10+";"Other";65;5;0,08
"1556";"PS3";"2014";"Role-Playing";"M";"Other";36;8;0,08
"1557";"X360";"2014";"Fighting";"T";"Other";85;15;0,08
"1558";"X360";"2011";"Fighting";"M";"Other";49;17;0,08
"1559";"PS3";"2010";"Sports";"E";"Activision";61;4;0,08
"1560";"PC";"2011";"Sports";"E";"Take-Two";74;5;0,08
"1561";"PS3";"2013";"Platform";"E10+";"Namco";51;6;0,08
"1562";"PS3";"2010";"Action";"E10+";"Other";62;9;0,08
"1563";"PC";"2013";"Shooter";"M";"Other";52;24;0,08
"1564";"PC";"2011";"Strategy";"M";"Other";80;52;0,08
"1565";"X360";"2011";"Action";"M";"Namco";49;41;0,08
"1566";"X360";"2013";"Platform";"E10+";"Namco";49;7;0,08
"1567";"3DS";"2014";"Adventure";"E10+";"Namco";60;6;0,08
"1568";"PC";"2011";"Action";"T";"Other";57;19;0,08
"1569";"PC";"2012";"Role-Playing";"M";"Other";58;23;0,08
"1570";"PSV";"2014";"Role-Playing";"T";"Other";72;28;0,08
"1571";"PC";"2015";"Action";"M";"Ubisoft";74;25;0,08
"1572";"PC";"2013";"Simulation";"T";"Other";33;24;0,08
"1573";"PC";"2015";"Action";"M";"Other";91;13;0,08
"1574";"3DS";"2014";"Action";"T";"Other";63;13;0,08
"1575";"PS3";"2011";"Sports";"E";"Other";53;6;0,08
"1576";"PC";"2012";"Racing";"T";"Electronic Arts";82;19;0,08
"1577";"PC";"2012";"Platform";"E10+";"Ubisoft";86;11;0,08
"1578";"PS3";"2011";"Racing";"E10+";"Other";67;5;0,08
"1579";"PS4";"2015";"Strategy";"T";"Other";64;10;0,07
"1580";"PS3";"2014";"Role-Playing";"T";"Other";71;18;0,07
"1581";"X360";"2010";"Action";"E10+";"Other";60;13;0,07
"1582";"PS3";"2010";"Racing";"M";"Activision";47;11;0,07
"1583";"PS3";"2014";"Action";"M";"Other";40;25;0,07
"1584";"X360";"2012";"Simulation";"T";"Other";49;24;0,07
"1585";"PC";"2010";"Simulation";"T";"Other";61;9;0,07
"1586";"PS4";"2015";"Role-Playing";"T";"Other";71;21;0,07
"1587";"PS4";"2015";"Role-Playing";"T";"Other";78;33;0,07
"1588";"X360";"2014";"Action";"M";"Other";32;12;0,07
"1589";"PC";"2011";"Shooter";"M";"Other";67;25;0,07
"1590";"PSV";"2014";"Role-Playing";"E10+";"Ubisoft";83;14;0,07
"1591";"PSV";"2014";"Role-Playing";"T";"Other";63;12;0,07
"1592";"PSV";"2014";"Action";"T";"Other";72;20;0,07
"1593";"XOne";"2014";"Action";"T";"Other";58;10;0,07
"1594";"PS3";"2013";"Role-Playing";"T";"Other";57;26;0,07
"1595";"PC";"2012";"Adventure";"M";"Other";73;18;0,07
"1596";"PS3";"2012";"Shooter";"M";"Namco";56;23;0,07
"1597";"X360";"2011";"Fighting";"T";"Other";79;44;0,07
"1598";"PS3";"2011";"Simulation";"T";"Other";49;25;0,07
"1599";"X360";"2014";"Fighting";"T";"Namco";53;17;0,07
"1600";"PS4";"2014";"Action";"T";"Other";83;4;0,07
"1601";"PC";"2010";"Action";"T";"Other";57;11;0,07
"1602";"PS3";"2013";"Role-Playing";"T";"Other";74;27;0,07
"1603";"X360";"2011";"Racing";"E10+";"Other";47;4;0,07
"1604";"3DS";"2014";"Action";"E";"Namco";51;4;0,07
"1605";"PC";"2011";"Strategy";"E";"Other";61;18;0,07
"1606";"PSV";"2014";"Role-Playing";"M";"Other";60;7;0,07
"1607";"PS4";"2015";"Adventure";"T";"Other";72;14;0,07
"1608";"PC";"2012";"Action";"T";"Other";83;30;0,06
"1609";"X360";"2014";"Role-Playing";"M";"Other";44;8;0,06
"1610";"PC";"2013";"Racing";"E";"Other";80;17;0,06
"1611";"PSV";"2013";"Role-Playing";"M";"Other";55;31;0,06
"1612";"PSV";"2014";"Action";"T";"Other";70;9;0,06
"1613";"Wii";"2010";"Fighting";"T";"Other";45;38;0,06
"1614";"X360";"2012";"Fighting";"M";"Other";55;18;0,06
"1615";"PS3";"2012";"Adventure";"M";"Other";83;8;0,06
"1616";"PS4";"2015";"Action";"T";"Other";67;40;0,06
"1617";"PC";"2011";"Strategy";"E10+";"Other";70;44;0,06
"1618";"PSV";"2012";"Action";"T";"Other";68;36;0,06
"1619";"3DS";"2014";"Simulation";"E10+";"Other";65;4;0,06
"1620";"PC";"2014";"Action";"E10+";"Other";68;7;0,06
"1621";"X360";"2014";"Racing";"E";"Other";48;10;0,06
"1622";"PSV";"2015";"Role-Playing";"T";"Other";76;11;0,06
"1623";"PS4";"2015";"Shooter";"M";"Other";64;40;0,06
"1624";"PC";"2010";"Racing";"E10+";"Activision";81;24;0,06
"1625";"PC";"2011";"Adventure";"E10+";"Other";75;30;0,06
"1626";"X360";"2011";"Racing";"E";"Other";72;31;0,06
"1627";"PC";"2011";"Action";"M";"Other";66;10;0,06
"1628";"PC";"2010";"Action";"E";"Electronic Arts";54;7;0,06
"1629";"3DS";"2014";"Role-Playing";"T";"Other";68;16;0,06
"1630";"X360";"2014";"Action";"E10+";"Other";58;5;0,06
"1631";"PS3";"2011";"Racing";"E10+";"Other";53;5;0,06
"1632";"X360";"2012";"Shooter";"M";"Namco";53;51;0,06
"1633";"PSV";"2015";"Role-Playing";"T";"Other";71;8;0,06
"1634";"Wii";"2010";"Adventure";"E";"Other";60;8;0,06
"1635";"X360";"2012";"Action";"T";"Other";54;8;0,06
"1636";"PS4";"2015";"Sports";"E";"Other";42;8;0,06
"1637";"X360";"2014";"Simulation";"T";"Other";71;4;0,06
"1638";"PS4";"2015";"Sports";"E";"Ubisoft";25;6;0,06
